,Headlines,Date
1008,"Rs 11 lakh crore priority sector lending target achievable, says Arun Jaitley. Rupee slips 6 paise to 64.79 vs US dollar. ",2018-02-26
1009,RBI MPC’s next move likely to be rate hike: Morgan Stanley. ,2018-02-25
1010,RBI asks banks to link SWIFT to core banking by April 30. Probe earnings leak in three months: Sebi to HDFC Bank. RBI launches Ombudsman scheme for NBFCs. ,2018-02-24
1011,RBI sets rupee reference rate at 64.8227 against US dollar. ,2018-02-23
1012,At MPC meeting on February 7: RBI monetary policy panel raised concern over inflationary risks. ,2018-02-22
1013,"Under YH Malegam’s chairmanship: RBI sets up panel to monitor bad loans, rising cases of frauds, audits. Nirav Modi fraud case: Fitch, Moody’s place Punjab National Bank under review for downgrade. Rs 111,738 crore: That’s what 9,339 wilful defaulters owe, PSU banks hit most. ",2018-02-21
1014,"Workman/officer director posts vacant in 20 public sector lenders. IndusInd Bank exposure to Gitanjali Gems in ‘small’ 2-digits. HDFC disburses Rs 2,800-crore low-cost loans under Central scheme. ",2018-02-20
1015,"Bankers discuss recovery, banks want PNB to pay up. After PNB fraud, Sebi may give fresh push to loan default disclosure by listed firms. ",2018-02-18
1016,"Supervisory action in PNB fraud soon, says RBI. Twin balance sheet problem holding up growth in banking sector: CEA Arvind Subramanian. ",2018-02-17
1017,"Budget proposal to combine three PSU general insurance firms: Post merger, there may be excess of 15,000 staff, Rs 3,000-crore savings. Non-food bank credit nears three-year high of 11.9 per cent. PNB stock plunges 12 per cent; in two days, investors lose Rs 8,000 crore. Nirav Modi case: Bankers blame multiple rollover of LOUs, lapse in processes at PNB and oversight by lenders. Since 2013-14, as profits slid, PNB kept getting support: Rs 500 crore to Rs 5500 crore. Union Bank has $300 million exposure to PNB fraud. Nirav Modi case: RBI calls PNB fraud ‘a case of operational risk’, vows appropriate supervisory action. ",2018-02-16
1018,"Sell-off in PSU banks as debt worth Rs 2.46 lakh crore heads for resolution. Amid fraud worry, Punjab National Bank reports ‘enthusiasm’ at sports & cultural meet. Nirav Modi case: Punjab National Bank admits Rs 11,000 crore fraud in South Mumbai branch. RBI sets rupee reference rate at 63.9222 against US Dollar. ",2018-02-15
1019,"RBI: Banks should report defaults above Rs 5 crore. Citibank bans use of cards to buy cryptocurrencies. Rise in bond yields: Banks set to post Rs 30,500 crore loss in FY18, says India Ratings. Indian Overseas Bank net loss rises 75 per cent to Rs 971 crore in Q3. Punjab National Bank detects Rs 10,000 crore fraud at Mumbai branch, may spread to other lenders as well. Punjab National Bank shares tank 8% after Rs 11,300 crore fraud transaction reports. ",2018-02-14
1020,"GST roll-out, delays led to capital constraints for firms: RBI. United Bank of India posts Q3 loss of  Rs 638 crore. Meagre income: Bank of India posts Rs 2,341-crore loss in Q3 on higher provisions. CBT to meet on February 21, decide on rates for 2017-18. Long Term Capital Gains tax nudges investors to consider shifting funds from MFs to ULIPs. RBI’s new norms to speed up resolution of stressed assets. ",2018-02-13
1021,Recapitalisation of banks: Public sector banks planning to sell stake in subsidiaries. ,2018-02-12
1022,"15 months after demonetisation, RBI still processing returned notes. RBI to have additional instrument for liquidity management. ",2018-02-11
1023,"Disinvestment roadmap: Centre plans to raise value  of public assets, says DIPAM secy. SBI posts Rs 2,416 crore loss in third quarter on bond yields, high bad loans. BoB profit falls 56% to Rs 111.8 crore amid rising provision for NPAs. Send money on WhatsApp via UPI, option enabled with ICICI Bank. Fiscal situation would be comfortable next year: Arun Jaitley after meeting RBI board. Need to be forward-looking on monetary policy: Urjit Patel. ",2018-02-10
1024,"To encourage shift to digital payments mode: Need tax incentives for merchants, says RBI working group. ",2018-02-09
1025,"RBI monetary policy today: Central bank expected to keep rates on hold — for now. RBI monetary policy: RBI keeps rates steady, says fiscal slippage could impinge on inflation outlook. RBI sees inflation firming up at 5.1 per cent in March quarter. ",2018-02-07
1026,Corporate tax to come down to 25% once exemptions end: Arun Jaitley. ,2018-02-06
1027,MSMEs to lead the current phase of consolidation: Finance Minister Arun Jaitley. ‘LTCG tax to keep financialisation of corporate savings in check’. ,2018-02-04
1028,RBI likely to keep policy rates unchanged for now. ,2018-02-05
1029,"December quarter: ICICI Bank standalone net falls 32.4 per cent on high NPAs. IDBI Bank loss narrows, NPAs touch 24.72 per cent in third quarter. ",2018-02-01
1030,"First 10 cases under IBC: Creditors recover 33.5 per cent of total dues from defaulting borrowers. Banks can keep recap bonds in HTM category; SBI tops list with Rs 8,800 crore. SBI hikes interest on deposits of over Rs 1 crore by 50-140 bps. ",2018-01-31
1031,Insurance arm IPO proceeds boost HDFC profit. SBI Life Insurance Q3 net profit rises 21 per cent to Rs 230 crore. ,2018-01-30
1032,"Cut loans to firms, focus on retail: Govt to smaller banks. ",2018-01-27
1033,"LIC Housing Finance posts flat Q3 profit. Third Quarter: L&T Finance Holdings net rises 42 per cent, NPAs dip. Honest borrowers to get easy loans from PSBs, would be a premium on integrity: DFS Secretary. ",2018-01-26
1034,"Despite recapitalisation, banks may remain in PCA. Canara Bank profit falls 61 per cent to Rs 126 crore. Rs 1,00,000 crore boost: Centre infuses cash, unveils reforms map for public banks. Inflation risks overdone, RBI to cut rates in April: Report. ",2018-01-25
1035,"Corporate debt restructuring: 291 accounts for Rs 1,72,463 crore fail. Axis Bank net jumps 25.3 per cent as bad loan provisions halve. ",2018-01-23
1036,Develop a US-style online platform to sell bad loans: Viral Acharya. ,2018-01-22
1037,RBI Dy Guv NS Vishwanathan blames poor risk-pricing skills of banks for bad loans. Reinsurance regulations to be out by February end: IRDAI chairman Vijayan. ,2018-01-19
1038,HSBC InvestDirect settles proceedings with Sebi. ,2018-01-18
1039,"All 14 types of Rs 10 coin valid, legal tender: RBI. ",2018-01-17
1040,Federal Bank Q3 net profit up 26. ,2018-01-16
1041,"Uday Kotak red flag over market rally, says savings going to ‘few hundred stocks’. Interview with Uday Kotak: ‘Massive amount of Indian savers’ money is now going into few hundred stocks’. ",2018-01-15
1042,Finserv firm Capital First to merge with IDFC Bank. China to step up banking oversight in ‘arduous’ fight on financial risks. ,2018-01-14
1043,"IDFC Bank, Capital First announce merger. ",2018-01-13
1044,"SBI to raise Rs 20,000 crore via bonds for affordable housing segment. IndusInd Bank profit up 25 per cent in December quarter. ",2018-01-12
1045,"‘No storage capacity’: Government mints told to halt production. Big banks to get major chunk of recap funds: Fitch Ratings. No plan to discontinue free banking services: IBA. SBI prescribes grooming tips, dress code for 2.7 lakh employees. ",2018-01-11
1046,"Services, personal loans see higher credit growth: Care Ratings. Foreign banks make a beeline for India, lenders include China, Iran. As states waive loans, farmer default spikes 23 per cent in a year: RBI data. ",2018-01-10
1047,Insolvency Proceedings: NCLT admits SBI plea against Bhushan Energy. IOB says move to adjust losses aimed at offering clarity. SBI board okays raising $2 billion to fund overseas business. ,2018-01-09
1048,"Credit growth to witness further improvement after capital infusion, says Arun Jaitley. ",2018-01-07
1049,"Ex-RBI Governor raised loan waiver concerns in letter to ECI, informs Arun Jaitley. Banks must work for society as taxpayers making sacrifices: Arun Jaitley. ",2018-01-06
1050,"Government seeks Parliament nod for Rs 80K-crore PSB recapitalisation. SBI to consider raising $2 billion via foreign currency bonds. RBI begins PCA against Allahabad Bank. Personal Finance: Here’s why you should not go for insurance products only to save taxes. SBI looks at revising downwards minimum balance amount, penalty. ",2018-01-05
1051,"Part of recapitalisation plan: Govt to infuse Rs 7,577 crore into six weak public sector banks. Bail-in clause in FRDI Bill: Depositors need not have any apprehensions, says government. Non-food bank credit expands 11.3 per cent y-o-y. Reserve Bank of India sets rupee reference rate at 63.3914 against US dollar. ",2018-01-04
1052,"Pre-April 2014 loans led to bulk of NPAs: Arun Jaitley. RBI bonds scheme not closed, says Finance Ministry. IRDAI top post: Insurance sector CEOs, bureaucrats in the fray. Non maintenance of minimum balance: Certain category of accounts exempted, says SBI. Poll bonds life 15 days, donor name secret but KYC must. ",2018-01-03
1053,"Government discontinues 8 per cent taxable bonds. Figures for April-November 2017: SBI collected Rs 1771 crore as charges from below minimum balance accounts. Not closing 8% taxable bond, 7.75% scheme to replace it, clarifies Finance Ministry. ",2018-01-02
1054,"Sensex begins 2018 on negative note, down 18 points. ",2018-01-01
1055,"Maharashtra: Co-op banks across state see increase in bad debts. Finance Ministry clears decks for a fourth whole-time member at Sebi. Finance Ministry asks PSBs to consider selling, swapping loan assets. ",2017-12-31
1056,Central Bank to decide Rs 323 crore fund raise from govt on Jan 3. Dena Bank gets Rs 243 crore from govt. ,2017-12-30
1057,Maharashtra govt set to go ahead with IFSC plan despite Centre’s snub. Small savings schemes: Interest cut by govt doesn’t signal decline of rates in economy. Personal Finance: Buying an insurance policy? Look out for 3 things in a company. At Board meeting: Sebi defers norms for loan default disclosure by listed companies. Bank of Baroda acquires 51 per cent foreign stake in MF arm. Insolvency Bill in Lok Sabha: Promoters of defaulting firms get a month to clear dues. ,2017-12-29
1058,Sebi to Axis Bank: Strengthen systems to prevent any leak. ,2017-12-28
1059,"Non-performing assets: Worsening recovery of bad loans. National Company Law Tribunal: Corporate insolvency cases under IBC rising. RBI sets rupee reference rate at 64.0538 against US dollar. Stock indices make waves, script a record again. ",2017-12-26
1060,"NPAs, balance sheet repair testing banking resilience: International Monetary Fund. 7% growth projection reasonable; reforms promising: Gita Gopinath. RBI’s Financial Stability Report: ‘NPAs may rise to 10.8% in March 2018, 11.1% by Sept’. No question of closing down any public sector banks, RBI clarifies. No question of closing down any public sector bank: RBI and government say. Banks lost nearly Rs 17k crore to frauds last fiscal, says FinMin. Bank of Baroda to raise Rs 4,000 crore from bonds. ",2017-12-22
1061,"To tackle bad loans: RBI brings Bank of India under PCA, initiates fresh measures on United Bank of India. FRDI Bill: Depositors are not going to suffer because of the bail-in clause, says KC Chakrabarty. HDFC Bank to raise up to Rs 24,000 crore via preferential issue of shares. ",2017-12-21
1062,"‘Government to clarify on FDI status in pension fund sector’. HDFC board clears Rs 13,000-crore fundraising. RBI puts Bank of India under watch; initiates ‘corrective action’. ",2017-12-20
1063,Reserve Bank of India sets rupee reference rate at 64.1205 against US dollar. Consumer nod must for changing subsidy-receiving bank account: UIDAI. ,2017-12-19
1064,Government should dilute stake in PSBs to 33% in next 3 years: CII. ,2017-12-18
1065,"Pre-budget consultation: ‘Capital infusion in banks to help in jobs, credit growth’. ",2017-12-16
1066,"Property loan segment: Rising defaults, declining growth. Strengthening PSU banks most important agenda for next year: FM Arun Jaitley. ",2017-12-15
1067,"RBI slaps fine on IndusInd Bank for not complying with directions. Banks set to initiate insolvency proceedings against 2 dozen companies. Banks will still make losses after MDR rationalisation: RBI. Bad loans: Banks not deciding for fear of action, admits CVC K V Chowdary. ",2017-12-14
1068,"Punjab National Bank floats Rs 5,000-crore QIP, sees 14% equity dilution. Ajay Tyagi: Sebi probing data leak via social media ‘seriously’. ",2017-12-13
1069,"Privatise viable PSBs, make non-viable ones narrow banks. ",2017-12-12
1070,"High inflow of retail money: Top six fund houses net 22% rise in profit in FY17. Promoter bidding under IBC: Moral hazard issue is a serious one, says panel. Amid concerns over FRDI bill, Arun Jaitley says govt will ‘fully protect’ public deposits. ",2017-12-11
1071,"Unit-Linked Insurance Plans: A journey from being unattractive to becoming a competitive product. New debit card charges unrealistic, raise costs: Retailers. HSBC beefs up Asia research team with 15 new hires in China. ",2017-12-08
1072,‘Reform and recap’ package to favour prudent banks: RBI Governor Urjit Patel. RBI rationalises charges on debit card transactions. Growth to show uptick in next 2 quarters: Bankers. ‘RBI’s MDR rationalisation to hurt merchant acquiring banks’. ,2017-12-07
1073,"LIC books Rs 12,374-crore profit from market in six months. Invest in Bitcoin at your own risk, RBI reiterates. PM Narendra Modi’s economic advisor says RBI misguided on prices, should cut rates. RBI retains economic growth projection at 6.7% for financial year 2018. Recapitalisation aimed more at reforming state-run banks: RBI Governor Urjit Patel. ",2017-12-06
1074,RBI sets rupee reference rate at 64.3764 against US dollar. ,2017-12-05
1075,"PSU banks to RBI: Fraud worth Rs 51,000 crore tied to advances. Inflation, fiscal deficit woes: RBI likely to opt for status quo. PSU banks write off Rs 55,356 crore in six months. ",2017-12-04
1076,"RBI likely to keep interest rate on hold for second time in a row. Exporters file over 10,000 applications for GST refunds. ",2017-12-03
1077,Personal Finance: Rs 500 or less? Here’re five smart money moves for you. IRDAI panel for dilution of compulsory cession for certain biz. ,2017-12-01
1078,Jurisdiction-free assessment: CBDT kickstarts talks with field officials. PMO proposes Gujarat model: Central PSUs park surplus funds in one firm. Nashik DCC Bank chairman resigns. Rupee drops 24 paise Vs US Dollar in early trade ahead of GDP data. ,2017-11-30
1079,"Revenue shortfall: Centre may get lower than expected dividend from PSBs. Govt hasn’t waived loans of any big defaulters: FM Arun Jaitley. Bond yields showing ‘irrational exuberance’, says SBI report. ",2017-11-29
1080,"CBDT relaxes norms for MAP & APAs. Provisions by banks jump 30% to Rs 64,500 crore in Q2. Rupee sheds 7 paise against US dollar. Govt making ‘mazboor’ banks ‘mazboot’, says Finance Minister Arun Jaitley. ",2017-11-28
1081,Bankruptcy code creates a good sense of urgency in NPA resolution process: Paresh Sukthankar. ,2017-11-27
1082,"Home buyers may not get status of financial creditors. Bad debt: Banks look for credible buyers; no fall in value of assets, says SBI chairman Rajnish Kumar. Sick companies: RBI removes ARC’s equity cap. RBI sets rupee reference rate at 64.7328 against US dollar. ",2017-11-24
1083,"Rupee spurts 14 paise Vs dollar, takes comfort from stocks. Sensex goes up 112 points, Asian leads support. ",2017-11-22
1084,"Card transactions soar 84% in September 2017 to Rs 74,090 crore, says report. RBI sets out to create public awareness on banking dos & don’ts. Govt seeks Rs 13,000-crore surplus from RBI. ",2017-11-19
1085,"Markets haven’t understood insurance sector: G Srinivasan, New India Assurance CMD. SBI chief says rating upgrade a thumbs to reforms, foreign funds to get cheaper. ",2017-11-17
1086,"New India Assurance profit rises 187.5% in Q2. RBI panel proposes list for hedging commodities in global markets. Bank of Baroda board to consider Rs 6,000 crore fund raising plan next week. ",2017-11-16
1087,"Higher NPA provisioning: Bank of Baroda Q2 net drops 36%. Finance Ministry asks public sector banks to submit fund-raising roadmap in a month. Outward FDI drops 58% to $1.35 billion in October, says Reserve Bank of India. ",2017-11-15
1088,United Bank net loss at RS 345 crore. ,2017-11-14
1089,More capital will push PSBs to up MSME credit: Arun Jaitley. World Bank official said DBT showed mixed results. ,2017-11-13
1090,"SBI standalone profit falls 37.7%. Allahabad Bank Q2 net up eight per cent. Axis Bank to raise Rs 11,626 crore from Bain, LIC. Debit, credit cards, ATMs will be redundant in four years: Niti Aayog CEO Amitabh Kant. ",2017-11-11
1091,"Bad loans of private banks also spurt, keep pace with PSU counterparts. Micro-finance institutions yet to recover from demonetisation shock. RBI wants doorstep banking for senior citizens, differently abled by December 31. ",2017-11-10
1092,"Indirect transfer or redemption of shares: No tax on upstream foreign fund if local fund already paid, says CBDT. Oriental Bank of Commerce reports loss in Q2 as NPA provisions rise. Rs 2.11-lakh crore recapitalisation plan: To help fund bank cash infusion, Government looks to tap RBI’s reserves. Dubai bank Emirates NBD begins operations in India. ‘Suno RBI Kya Kehta Hai’ campaign against fake offers soon. ",2017-11-09
1093,"Digital transactions fail to gather steam after initial demonetisation surge. Insolvency resolution: Centre tightens due diligence norms. NCLT cases: Large steel accounts’ resolution first, says PNB chief Sunil Mehta. ",2017-11-08
1094,"Insolvency resolution: Promoters entitled to bid for their firms, says SBI. Demonetisation expedited pace of digitisation, say bankers. ",2017-11-07
1095,Fraud cases reported by PSU Banks: CVC seeks data since 2001. ,2017-11-06
1096,"RBI directions on insolvency proceedings: ‘Not correct in principle, but justified for limited time’. UBI second quarter loss at Rs 1,531 crore. Uco Bank net falls 62% to Rs 623 crore in September quarter. ",2017-11-04
1097,"RBI asks large borrowers to obtain 20-digit Legal Entity Identifier unique code. SBI cuts home loan rate to industry-low of 8.30%. Personal finance: Diversification may shield from one-sided individual investment exposures. Yes Bank signs MoU with government for Rs 1,000 crore financing. ",2017-11-03
1098,Alternative mechanism: Panel may direct banks to examine merger proposal. SBI reduces lending rates on home and vehicle loans. ,2017-11-02
1099,"IDBI Bank Q2 loss at RS 198 cr, bad loans rise. State Bank of India slashes MCLR by 5 bps across tenures; first cut after 10 months. ",2017-11-01
1100,"HDFC Life promoters to offload 14.92% stake in IPO. HDFC net rises 17% on better margins, higher loan growth. Rooftop solar projects: SBI sanctions Rs 2,317 cr. Central Bank of India 2nd quarter loss at Rs 750 crore. Capital infusion: Prepping strong banks to acquire the weak. ",2017-10-31
1101,RBI likely to cut rates in December 6 policy review: Report. PayPal to levy GST charges on services starting November 1. ,2017-10-30
1102,"Banks’ real picture hidden below carpet till 2015: Arun Jaitley. SBI General net zooms to Rs 251 crore on one-time income in Q2. LIC may participate in bank recapitalisation programme. Almost a year after demonetisation, RBI says still verifying returned notes. ",2017-10-29
1103,"Tradeability of recap bonds a complex, challenging issue: YV Reddy. ICICI Bank profit down 34% on fall in treasury income. ",2017-10-28
1104,"Yes Bank’s Q2 net rises 25%, NPAs over double. Axis Bank non-prudent and laggard in recognising NPAs: Moody’s. Simplifying GST: The 6 big positives of GST implementation that makes the pain worthwhile. ",2017-10-27
1105,"India should ideally have 5-7 large banks, says CEA Arvind Subramanian. All policy pieces of the jigsaw puzzle now in place: RBI Governor Urjit Patel. Recapitalisation monumental step, says RBI Gov Urjit Patel, better banks ahead in line for capital. Bank recapitalisation: A lesson from 1993, with eye to the future. ",2017-10-26
1106,"RBI slaps penalty on Yes Bank, IDFC Bank. PSB shares surge up to 7%. HDFC Bank net up 20%; NPAs also rise. Bank recapitalisation critical for economic recovery: BofAML. ",2017-10-25
1107,RBI sets up task force for India public credit registry. Jayant Rikhye appointed HSBC India CEO. ,2017-10-24
1108,"Must link all bank accounts with Aadhaar: RBI. ‘Central banks’ balance sheets don’t need to shrink’. Delhi cooperative bank has 67,000 members — 78 per cent exist only on paper. Banking sector stares at additional Rs 40,000 cr NPAs. ",2017-10-22
1109,"First for FY18, lending to NBFCs up 0.3% in August. Linking Aadhaar number to bank accounts mandatory, RBI clarifies. ",2017-10-21
1110,"Rift within Reserve Bank of India’s panel widens, minutes show: Report. ",2017-10-20
1111,Axis Bank net profit up 36% in September quarter. Outstanding credit grows 14.6% in 1 year; non-food loans fall to 13.6%. ,2017-10-18
1112,"Infra sector investment, bankruptcy reforms top priorities for govt: Economic Secretary. ",2017-10-17
1113,"Rupee trims initial gains, still up by 19 paise Vs US dollar. High risk high gain investments: As Bitcoins touch $5000 it is time to book your profits. ",2017-10-16
1114,RBI refuses to share details on clean India mission logo on new currency notes. ,2017-10-15
1115,Reserve Bank of India: Non-food credit growth recovers to 7.46%. ,2017-10-13
1116,RBI allows interoperability of wallets in six months. NBFC bad loans rise to 5% in 5 years: RBI. Working on plan to rebuild capacity of banking sector: FM Arun Jaitley. ,2017-10-12
1117,"RBI panel reveals  ad hoc, arbitrary practices by banks to inflate interest rates. India Inc’s average interest cost at 8.2%, lower than home loans: Care Ratings. ",2017-10-10
1118,‘We’re making a contribution  to India’s green targets; projects worth €2 bn being appraised’: European Investment Bank. New SBI chief Rajnish Kumar restructures top organisational set-up. ,2017-10-09
1119,Reviving credit offtake a task left unfinished: Arundhati Bhattacharya. ,2017-10-07
1120,"If earnings don’t grow in some time, returns might fall short of expectations: Ritesh Jain, CIO of BNP Paribas Mutual Fund. SDAL Insolvency Resolution Plan: Post-NCLT order, eyes on tax authorities’ stance on SCL tax arrangement. Credit growth revival, stressed asset resolution top priorities: Rajnish Kumar. ",2017-10-06
1121,"Address capital concerns, say bankers. Non-Performing Assets, profitability top priorities: Rajnish Kumar. ",2017-10-05
1122,"A good banker can smell a bad loan: Finance secretary Ashok Lavasa. SBI Life makes muted debut, rises 1%. Paytm Payments Bank records Rs 30.7 crore loss in August 2016 – March ’17. Rajnish Kumar appointed new SBI chairman. RBI should have cut interest rate to boost growth: India Inc. ",2017-10-04
1123,Extra capital into PSBs: Recapitalisation bonds being considered. Small firms with poor financials in vulnerable position: RBI report. SBI Life Insurance lists with 5% premium. ,2017-10-03
1124,Government expects RBI to cut rate amid slowdown. ,2017-10-02
1125,Disclosure of defaults by listed firms: Sebi defers proposal. ,2017-10-01
1126,Commodity derivatives: Sebi asks hedge funds to report investments. Dena Bank slashes MCLR lending rate by up to 20 bps. ,2017-09-30
1127,"SBI research report: Banks may suffer Rs 3,800-cr loss on rising PoS transactions post note ban. Banks in a race to corner home loan market share. Retirement planning Equities: A preferred investment avenue for long-term financial goals’. ",2017-09-29
1128,ICICI Lombard shares rise over 3% after weak debut. ,2017-09-28
1129,"‘Post-merger concerns addressed; 4,000 employees took VRS’. Regional rural banks set to unlock value; listing of shares in the offing. SBI slashes service charges for not maintaining monthly balance. NIBM to train bankers to deal with bad loans. ",2017-09-26
1130,"SBI lowers minimum balance to Rs 3,000; exempts pensioners, minors. ",2017-09-25
1131,SBI to make higher provisioning for stressed telecom sector. ,2017-09-24
1132,"Reviving private investment, strengthening banks a challenge: Arun Jaitley. ",2017-09-22
1133,"Wilful defaults in banks cross Rs 1 lakh crore. Digital payment bound to pick up with new technology, says Finance Minister Arun Jaitley. ",2017-09-18
1134,"Banks in Gujarat have enrolled 10.67 lakh farmers under PMFBY. State Level Banker’s Committee report: In 3 yrs, NPAs in Gujarat more than double; cross Rs 35K crore. Discuss ways to merge at board level: govt to banks. RBI likely to keep policy rate on hold till fiscal-end, says Kotak Institutional Equities Report. SBI reviewing minimum balance charges for savings accounts. ",2017-09-17
1135,India’s Forex reserves cross $400 billion for the first time on asset surge. ,2017-09-16
1136,"ICICI Lombard raises Rs 1,625 cr from anchor investors. ",2017-09-15
1137,"SBI Life value may hit Rs 70,000 crore post IPO. ‘RBI examining feasibility of govt-backed cryptocurrency’. ",2017-09-14
1138,"RBI awaiting govt notification for coming out with P2P lending norms. RBI not comfortable with cryptocurrencies like Bitcoins, says Executive Director Sudarshan Sen. ",2017-09-13
1139,Fiscal position of Centre worsened during Q1: RBI. Direct tax revenue grows 17.5 per cent to Rs 2.24 lakh crore in April-August. ,2017-09-11
1140,"PNB customers to pay after 5 free ATM transactions from October. Free fall in GDP numbers structural, not transient: SBI Report. Sophisticated currency verification units being used for scrapped notes: RBI. ",2017-09-10
1141,"Close down Department of Financial Services, says Raghuram Rajan. Revamp boards of PSBs, make them independent of govt: Raghuram Rajan. ",2017-09-09
1142,Unauthorised use of bank accounts may attract up to 10 yrs in jail. ,2017-09-07
1143,"Put curbs on accounts, go for enhanced diligence, advises government. NCLT appoints Deloitte’s Samson  as interim resolution professional. IDBI petitions Supreme Court to lift stay on Jaypee insolvency proceedings. ",2017-09-06
1144,RBI’s return on foreign currency assets down at 15-year low of 0.80%. RBI lists HDFC Bank as ‘systematic important’. DBS Bank gets RBI nod for subsidiary in India. ,2017-09-05
1145,"Heads roll on board of Australia’s CBA amid money-laundering scandal. Virtual currencies prone to misuse, cautions RBI. No information on black money removed by demonetisation: RBI to Parliamentary panel. ",2017-09-04
1146,Govt keeping an eye on GST implementation regularly: Meghwal. ,2017-09-02
1147,"PNB, Union Bank reduce marginal cost of funds-based lending rates. ‘Benefits will be visible in medium to long term’. Finance Ministry, RBI discuss scope for more surplus transfer in FY18. Rising farm loan waivers to hurt overall economy: Urjit Patel. ",2017-09-01
1148,"Demonetisation: Almost 99 per cent of Rs 500, 1000 notes back, discloses RBI. Demonetisation: Tax base up, less cash, less black money, Arun Jaitley underlines. Demonetisation: In value, digital deals surge, then dip to 5-month. Fact that money got deposited in banks doesn’t make it legitimate money: Finance Minister Arun Jaitley. Banks non-food credit growth slows to 5.3% in July. ",2017-08-31
1149,"RBI on demonetisation: 99% banned notes back in banking system. Shame on RBI which ‘recommended’ demonetisation: Chidambaram. Arun Jaitley after Congress slams RBI report: Some do not understand demonetisation. New Development Bank approves $1.4 bn loan for projects in India, China, Russia. ",2017-08-30
1150,"No proposal to reintroduce Rs 1,000 note: Economic Affairs Secretary. ",2017-08-29
1151,Household finance panel for repo-based mortgage loans instead of using MCLR. New Rs 200 note to be issued from today: Here is everything you need to know. Technical glitches being addressed: Bank of Baroda. Now India has new Rs 50 and Rs 200 notes; have you got one yet?. ,2017-08-25
1152,"Rs 200 note could be in circulation by September. Centre to set up Alternative Mechanism for bank mergers. Resolving stressed assets: RBI’s job is not to create restructuring schemes, says RBI Deputy Governor. ",2017-08-24
1153,Cabinet approves framework for merger of public sector banks: Arun Jaitley. ,2017-08-23
1154,"Central Bank, Dena Bank slash savings interest rates. PSU bank employees go on strike; services hit. ",2017-08-22
1155,SBI waives processing fee on car loans till December. ,2017-08-21
1156,"Govt, RBI in dialogue for PSB recapitalisation: Urjit Patel. Defaulters owe 27% of total amount to SBI alone, PNB next. ",2017-08-20
1157,"New fluorescent blue Rs 50 note soon: RBI. Bad loans at 9.6% not acceptable, need to raise funds: RBI Governor Urjit Patel. ",2017-08-19
1158,"By 50 basis points: PNB, HDFC Bank cut interest rates on savings accounts. Yes, RBI will shortly issue new Rs 50 currency note. New Rs 50 currency note: Here are the features. ",2017-08-18
1159,RBI policy panel warns of inflationary pressures. HDFC Bank cuts savings account interest rate by 0.5 pc. RBI still has room to slash key rate in current fiscal: Kidwai. RBI still has room to slash key rate in current fiscal: Naina Lal Kidwai. ,2017-08-17
1160,"Households investing more in insurance, mutual funds, pension schemes: RBI study. RBI to maintain ‘prolonged pause’ before next rate cut: HSBC. ",2017-08-16
1161,"Gross NPAs cross Rs 50,000 crore: Nearly a quarter of IDBI Bank loans turns bad; loss at Rs 853 crore. ",2017-08-15
1162,"Agriculture, power, auto pressure adds to cloud of bad loans. ",2017-08-14
1163,"NPA resolution to spur credit expansion, growth, says Arvind Panagariya. ",2017-08-13
1164,SBI posts big rise in Q1 profit despite NPA spike. ,2017-08-12
1165,"Interview: Equity exposure for govt, non-govt employees should be uniform, says PFRDA chairman Hemant Contractor. Bill to merge subsidiary banks with SBI clears LS, govt says boost to parent bank. RBI’s dividend to Government falls by almost half to Rs 30,659 crore. ",2017-08-11
1166,"Financial Data Management Centre: Law Minister clears body for collection of financial data. Suspected shell companies: J Kumar, Parasvnath, Prakash move SAT against Sebi order. Bank of India turns the corner with Rs 88 crore profit. Reserve Bank of India issues final guidelines for tri-party repo transactions. ",2017-08-10
1167,Axis Bank cuts savings rate to 3.5 percent for deposits up to ’50 lakh’. Insolvency proceedings: NCLT reserves order in Era Infra case. ,2017-08-09
1168,"Public Credit Registry: Credit information database to lower interest costs for honest borrowers. Loan-pricing systems: For better transmission, RBI in search of yet another benchmark. IBC: Bankers review 12  large stressed accounts. ",2017-08-08
1169,Disclose loan defaults: Sebi to listed firms. ,2017-08-05
1170,"Lower-than-projected inflation may give RBI room for another rate cut: Dharmakirti Joshi, chief economist, CRISIL Ltd. ",2017-08-04
1171,"Unhappy with MCLR, RBI may link rates to market determined benchmarks. RBI repo rate cut will perk up market sentiments, say bankers. Inflation fall, slowdown spur RBI to cut rate to 6-year low. Reserve Bank of India becomes first in Asia to cut rates this year. Bad loan resolution to start shortly, RBI to take up more cases: FM Arun Jaitley. ",2017-08-03
1172,RBI cuts repo rate by 25 bps to 6 per cent pointing to sharp fall in inflation. GST helped inflation to fall significantly: Urjit Patel. RBI aims to keep retail inflation near 4 per cent on ‘durable basis’. RBI slashes repo rate by 25 basis points; Urjit Patel says GST helped inflation to fall: Top developments. RBI cuts repo rate by 25 basis points: Full text of the Monetary Policy Committee. ,2017-08-02
1173,RBI slaps Rs 3-crore penalty on Union Bank. Banks restructured corporate loans worth Rs 2.04 lakh crore in FY17: Arun Jailtey. ,2017-08-01
1174,SBI cuts saving account rate by 0.5% on balance upto Rs 1 cr. SBI cuts saving account rate by 0.5 percent on balance upto Rs 1 crore. RBI asks banks to enable account number portability. S S Mundra retires; NS  Vishwanathan to head supervisory depts at RBI. ,2017-07-31
