,Headlines,Date
275,"IBA to soon move application to RBI for setting up Rs 6,000-cr bad bank. Several factors still hinder monetary transmission to bank rates: RBI. NPCI in talks to take UPI, RuPay to global markets. ",2021-07-18
276,"Reduction in NPAs for PSBs due to write-offs at Rs 1,31,894 cr in FY21: RTI. Central Bank of India to seek shareholders' nod to set off accumulated loss of Rs 18,724 cr. HDFC Bank Q1 results: Profit rises 16.1% to Rs 7,730 crore, misses Street estimates. Second wave impact: HDFC Bank’s NBFC arm sees bad loans double in three months. Will bounce back strongly after pandemic behind us: HDFC Bank MD. Failover mechanism protects us from MasterCard ban: HDFC Bank MD Sashidhar Jagdishan. HDB Financial sees bad loans double in a quarter. Complied with 85% of asks on tech, ball in RBI court for lifting ban: HDFC Bank. ",2021-07-17
277,ET Financial Inclusion Summit: Taking digital banking to rural India. ET Financial Inclusion Summit: Banks and fintech startups can't do without each other. SBI is proxy to the Indian economy: Dinesh Khara. SBI-led consortium raises Rs 792 crore by sale of Vijay Mallya’s UB shares. Fresh card issuance by 5 private banks to be impacted due to ban on Mastercard by RBI: Report. Banks consortium gets over Rs 792 crore in Mallya loan default case: Enforcement Directorate. SBI working towards launching Yono 2: Chairman. Recovery Officer Debt Recovery Tribunal sells Rs 716-cr shares in United Spirits. ,2021-07-16
278,"Standard Chartered Bank pulled up for selling ED-attached London property. RBL Bank's credit card issuance rate to be impacted post RBI's Mastercard ban. Decoded: How RBI's latest ban on Mastercard affects you. India's ban on Mastercard to hit banks' card operations, income: Sources. Pensioners may now get pension slip from banks through WhatsApp also. MFI sector's credit cost seen at 5-10 pc in FY22: Report. Securitisation deals return in June, but activity still at half of pre-pandemic levels: Report. Physical bank branches will continue to play key role in rural areas: Bankers. Bandhan Bank faces asset quality test with sharp fall in repayment collection. Bank credit grows by 6.08%; deposits by 9.76%. Bank privatisation move an exciting opportunity for investors: Former RBI DG. ",2021-07-15
279,"IL&FS expects to recover Rs 58,000 crore by March next year. Chanda Kochhar matter: SAT asks Sebi's Adjudicating Officer not to proceed till Sept 15. Bandhan Bank rejigs portfolio, hires new retail and commercial banking head. RBI cancels licence of Dr Shivajirao Patil Nilangekar Urban Co-op Bank, Latur. Banks get time till March 2022 to implement lockable cassettes swap system for ATMs. PNB moves court seeking restoration of assets of Nirav Modi's firms confiscated by ED. No senior-level resignations, says Axis Bank. ",2021-07-14
280,"Lenders set up bad bank for loans in default. DBS looks to Lakshmi Vilas Bank customers to widen deposit, lending base. Finance Ministry puts examination for clerical cadre in PSU banks on hold. ‘Opening no-frill bank a/cs first step towards financial inclusion’. ",2021-07-13
281,Non-bank lenders may take a bigger hit in Q1 on second wave. RBI's nod to SFBs and holding companies merger can unlock value for Ujjivan. Given approval to set up small finance bank to take over PMC Bank: RBI to HC. Failure rate in debit transactions could mean economy not out of woods yet. PNB Scam: Court grants bail to the MD of three of the accused firms. Supreme Court verdict: Banks explore option of invoking personal guarantee of promotion. RBI allows merger of holding Cos with small finance banks. ,2021-07-12
282,"Govt extends deadline for transaction, legal advisors to bid for managing IDBI Bank sale till July 22. ",2021-07-11
283,Federal Bank shareholders approve re-appointment of Shyam Srinivasan as MD & CEO. ,2021-07-10
284,"Lower growth, loan slippages likely to cloud banks’ June quarter. India’s risk-averse lenders are emerging as one of the biggest hurdles to its recovery. Bankers working in sensitive positions to get surprise leaves of at least 10 days. Bank employees posted in sensitive positions to get surprise leave every year. Federal Bank gets RBI nod to re-appoint Shyam Srinivasan as MD & CEO for 3 yrs. Transaction advisors for IDBI Bank stake sale can submit bids till July 22. ",2021-07-09
285,"Punjab National Bank, Home Finance arm at odds over Sebi order regarding Carlyle deal. HDFC Bank's CSR spends grow 18 per cent to Rs 635 crore in FY21. RBI warns banks of LIBOR preparedness. ",2021-07-08
286,Asset quality numbers do not reflect stress on bank books: ICRA. Indian banks improved performance due to delay in stress recognition: Fitch. RBI penalises 14 banks for non-adherence to rules on lending to NBFCs. ,2021-07-07
287,"NHB imposes Rs 4.75 lakh fine on HDFC for technical non-compliance. Razorpay, Mastercard launch solution for recurring payments; aims to integrate with over 50 banks. Bajaj Finance's headline numbers for the June quarter show muted disbursements and lower customer acquisition. RBI warns of stress build-up in consumer credit. ",2021-07-06
288,"HDFC Bank loans rise over 14% to Rs 11.47 lakh crore in June. Yes Bank's loans, advances shrink marginally at Rs 1.63 lakh cr by end of June quarter. HDFC Bank not immune to Covid, loan growth hit. ",2021-07-05
289,"Airtel Payments Bank hopeful of break-even in FY22; logs surge in business volumes amid pandemic. Industrial sector's share in bank credit falls sharply as corporates deleverage, seek out new fund sources. ",2021-07-04
290,RBI warns against allowing Big Tech firms into financial services. ED attaches assets of son-in-law of Ahmed Patel in Sandesaras case. RBI imposes Rs 25 lakh on Punjab and Sind Bank. Bank credit grows 5.82%; deposits by 10.32%. ,2021-07-02
291,"HDFC Bank has road map for a big comeback in credit cards. The economy is going to come back on track very quickly: Keki Mistry, VC & CEO, HDFC. Indian banks better placed to withstand future shocks: Report. Despite recast, significant stress seen among MSMEs - RBI. Banks' gross NPAs may rise to 9.8% by March 2022: RBI report. Banks better placed to handle shocks than six months ago: RBI. Beating pandemic: IIFL to hire 5,000 people, open 700 branches in FY22. ",2021-07-01
292,"RBI sets July 30 deadline for banks to move current accounts. Amid demand revival worries, Axis Bank sees 10 times growth in online shopping fest. RBI ban on new credit cards sale hit market share; will come back with a bang once embargo lifted: HDFC Bank. Indian banks face systemic risk, second COVID wave to impair performance: S&P. HDFC Bank counts on cross selling to make up for lost market share in credit card business. Personal loan offtake rose in FY21, industrial loans contracts. ",2021-06-30
293,SBI to levy charges for cash withdrawal beyond four free transactions per month. Cabinet may soon clear proposal for govt guarantee to bad bank. 90% of first ECLGS amount disbursed so far: Report. Transforming Communication Key For Banks & Insurers. RBI imposes penalties on 4 cooperative banks. HC orders notice to SEBI on plea against DHFL. ,2021-06-29
294,"Asset quality concerns remain, bad bank to lessen the burden, says BCG. Co-op banks shall not outsource core management functions: RBI. ",2021-06-28
295,Cabinet secretary-led panel holds crucial meeting on bank privatisation. RBI hunts for entity that can develop multimedia publicity material for awareness campaign. Indian economy poised for recovery in FY22: SBI Chairman Dinesh Kumar Khara. ,2021-06-27
296,"HDFC Bank ups lending to state-run entities. In Covid year, banking sector sees record profit of Rs 1 lakh crore. In Covid year, banks see record profit of Rs 1 lakh crore. ",2021-06-26
297,"RBI extends restrictions on PMC Bank till December 31. Indian economy will be impacted due to the second wave of Covid 19: SBI chairman Dinesh Kumar Khara. RBI extends curbs on the operations at PMC Bank. SBI-led consortium gets over Rs 5,800 crore in Mallya loan default case: ED. RBI prescribes qualifications for MDs, WTDs of urban cooperative banks. ",2021-06-25
298,"RBI penalises three Maharashtra-based co-operative banks. Smaller banks get cold feet, deactivate cryptocurrency accounts. Loan default case: CBI conducts searches in Mumbai, Delhi against Avantha Group promoter Gautam Thapar. Indian Bank focuses on fee income, cost reduction to boost bottom line. India's bank credit-to-GDP ratio inches up to 56% in 2020, but still way behind peers: BIS data. SBI launches Aarogyam healthcare business loan. ",2021-06-24
299,"Federal Bank donates 10,000 Covid vaccine carriers to Kerala. Have redoubled efforts to fix tech loopholes: HDFC Bank CEO. Bandhan Bank gets branding rights of Salt Lake Sector V Metro station. NBFCs’ vehicle loan and MFI collections hit most by Covid 2.0. Central bank digital currencies can offer finality, liquidity, integrity: BIS. Banks getting ready for rise in credit demand, raising capital. PNB board meeting on Friday; PNB Housing Finance issue may come up. ",2021-06-23
300,"Do lower rates hurt savers? Not quite, says RBI research. Covid 2.0 may bring a recast surge at NBFCs. Things will only look up from here, both for economy and SBI: Ashwani Bhatia, MD, SBI. Gang steals Rs 48 lakh from SBI cash deposit machines; lender puts withdrawal on hold. ",2021-06-22
301,"Visa plans to enter cross-border corp payment segment, seeks RBI nod. Visa plans to enter cross-border corp payment segment, seeks RBI nod. PNB Housing Finance appeals against Sebi order. Fixed deposit returns may not rise in near future. ",2021-06-21
302,"Bank of Maharashtra tops PSU bank chart in MSME loan growth in FY21. Centrum-Bharatpe joint venture to pump Rs 1,800 crore into PMC on merger. Here's how Centrum, BharatPe propose to merge PMC Bank. Here's how Centrum, BharatPe propose to merge PMC Bank. PMC Bank depositors should get back deposits without any condition: NCUI. Authum promoters’ past lapses emerge with Rel Home win. ",2021-06-20
303,"It’s a bank, PMC will be part of, it’s not takeover, says Centrum's Jaspal Bindra. BharatPe CEO assures PMC Bank depositors as Centrum-BharatPe get in-principle approval from RBI. Karnataka Bank declares loan over Rs 160 crore to Reliance Home, Reliance Commercial as fraud. ",2021-06-19
304,"Banks may drop overseeing panel for quicker resolution. YES Bank removes fraud tag on Avantha Holdings after forensic audit. RBI grants in-principle approval to Centrum to own PMC Bank via SFB route. IDBI Bank invites bids to divest stake in Asset Reconstruction Company. RBI allows Centrum to set up small finance bank, paves way for takeover of fraud hit PMC Bank. ",2021-06-18
305,"HDFC Bank tackling tech glitches, awaits RBI cues on easing of curbs. HDFC Bank to refund GPS device charge to clients. BharatPe FY21 revenue jumps over six times to Rs 700 crore, targets to double it in FY22. MFI portfolio rose 8.4 per cent in FY'21: Report. ",2021-06-17
306,"Amid stuttering loan demand, ICICI Bank to offer holistic solutions to corporates. ICICI Bank expects corporate demand to pick up as economy rebounds. PNB scam: CBI files supplementary chargesheet against ex-official of Gitanjali Group of Companies. PNB Housing Finance says pricing for Rs 4,000 cr-deal in line with mkt practice, applicable law. Second COVID wave impacts bank deposits, currency holding with public: RBI article. SBI to consider raising additional tier-1 capital next week. Deutsche Bank appoints Muffazal Arsiwalla as India M&A head. ",2021-06-16
307,"15 banks to start new trade finance system using blockchain tech. Deregulation to push down lending rates for lowest bracket, microfinance may get the freedom to bloom. ",2021-06-15
308,"Covid may not have serious impact: Rajkiran Rai, Union Bank CEO. Indian Overseas Bank urges RBI to pull the bank out of PCA framework. New auditors: RBI clarifies on tenure, eligibility norms. ",2021-06-14
309,"Axis Bank stake in Max Life likely to rise to 20 per cent in 12-18 months. IDFC FIRST Bank offers four times annual CTC, salary continuation for two years to corona affected employees' families: MD. ",2021-06-13
310,Banks firm up plans to sell Vijay Mallya’s assets. ,2021-06-12
311,"As Covid rages, demand for small-ticket loans on the rise from beyond metros. Cheque bounces hint at asset stress at NBFCs. IFSC codes of erstwhile Syndicate bank branches to change from July 1. Bank of Maharashtra tops PSU banks in terms of loan, deposit growth. RBI extends risk-based internal audit system to HFCs. IDBI customers to get only 20 free cheque leaves per year from Jul 1; other services too revised. ",2021-06-11
312,"Yes Bank to shift base to former Reliance Infra headquarters in Mumbai. Government plans to dress up PSBs before sale; Bank of Maharashtra, BOI, IOB in queue. Credit score access trailing personal loan growth by wide margin, report. RBI allows banks to charge Rs 21 for post limit ATM transactions from January 1. RBI hikes ATM interchange fee to Rs 17 from Rs 15; allows 5 free ATM transactions. Retail loan demand moving to smaller cities from young borrowers: Report. ",2021-06-10
313,"CBI carries out searches in Yes Bank case. India offers huge potential for digital banks: Report. Large market, ready infra make India top destination for digital banks:BCG. Yes Bank fraud case: CBI books Avantha Reality, Gautam Thapar; raids at 20 places across India. Paytm unit seeks RBI exemption from NBFC tag. ",2021-06-09
314,"NUE licences may come only by November, say sources. Corporate deleveraging could continue to slowdown bank credit: SBI. Second Covid wave to impact rural loan collections: India Ratings. Union Bank MD Rajkiran Rai G shares his business outlook for FY22. PSBs looking at privatisation may come out with attractive voluntary retirement schemes. SBI union, others urge RBI to drop digital payments plan. RBI nod for Ghosh's re-appointment as Bandhan Bank MD and CEO for three years. SBI Union and others ask RBI not to permit payment platform by corporates. ",2021-06-08
315,"Central Bank of India, IOB could be the two state-run banks to be privatised in current fiscal. Resolutions gather pace, but recoveries take time for banks. HSBC appoints Hitendra Dave as India CEO. HSBC: Hitendra Dave new India CEO, Rosha co-head for Asia Pacific. PNB is expecting reduction in NPAs in next two quarters. UCO Bank requests RBI to lift business restrictions placed on it. Central Bank of India inks co-lending pacts with Indiabulls Housing, IIFL Home Finance. Hopeful to come out of PCA framework very soon: UCO Bank MD. Reserve Bank of India imposes penalty on Bank of India, PNB totalling Rs six crore. Assam microloan waiver likely for defaulting borrowers only. Banks identify NPAs worth Rs 89,000 cr to be transferred to NARCL in initial phase. UCO Bank extends Rs 127 crore relief to 2,000 borrowers under recast scheme 2.0. Second wave of Covid to derail PSB privatisation: Fitch. ",2021-06-07
316,Bank of Maharashtra may see rise in customer defaults due to pandemic impact. Bank lending could remain subdued despite low rates. ,2021-06-06
317,"PNB to transfer Rs 8,000 crore loans to bad bank. PNB eyes 3-fold rise in profit at nearly Rs 6,000 crore in FY'22. IndusInd Bank to raise climate financing to 3.5 pc in two years. ",2021-06-05
318,National Automated Clearing House to be available on all days from August 1: RBI. Five key takeaways from today's RBI policy meet as second wave of COVID-19 ebbs. ,2021-06-04
319,"Public sector banks list Rs 82,500 crore NPAs for bad bank. 'Banks can take over Vijay Mallya's properties worth Rs 5,600 cr': Mumbai PMLA court. HDFC Bank plans to become carbon neutral by 2031-32. India's IDBI Bank secures USD 239 million debt judgement in UK High Court. IDBI Bank invites applications for post of IT head on contract basis. Public sector banks sanction 95% of total loans under PM SVANidhi scheme. ",2021-06-03
320,"Banks, asset managers want RBI to allow sale of fraud loans to ARC. Credit to pick up, slippages to slide in FY22: Bank of Baroda CEO Sanjiv Chadha. Banks can now sell Mallya’s Rs 5,646 cr properties, securities. ",2021-06-02
321,RBI slams foreign banks on data rule. HDFC Bank deploys Mobile ATMs across 50 cities in India. SBI invites bids from ARCs for two accounts for recovering Rs 409 crore. Non-banks' NPAs may rise to 4.5-5 per cent by March 2022: Icra. ,2021-06-01
322,"Deutsche Bank here to stay in India, and grow. PSBs to implement a uniform process for recast of loans. Covid treatment: Banks offer unsecured loans of up to Rs 5 lakh. BNP Paribas appoints Aymar de Liedekerke Beaufort as head of India operations. PNB Housing Finance to raise Rs 4,000 cr from entities affiliated to Carlyle. Reported loss due to shift to new tax regime: Sanjiv Chadha, Bank of Baroda. RBI extends banking license of Rupee Co-operative Bank till August 31. RBI cancels licence of Pune-based Shivajirao Bhosale Sahakari Bank. ",2021-05-31
323,"Banks begin process of restructuring of loans up to Rs 25 crore. Banks have room to lend Rs 45,000 cr more under ECLGC scheme: IBA CEO. Why credit growth hit a 59-yr low in FY21? AAA-rated papers were 46 bps cheaper than bank rates. ",2021-05-30
324,"SBI, HDFC Bank don’t want sensitive data made public. Banks to remain closed only on second, fourth Saturdays in West Bengal. HDFC Bank to set up Covid infrastructure facilities including oxygen plants. Punjab National Bank to divest stake in Canara HSBC OBC Life Insurance. ",2021-05-29
325,More Indians are now tapping mobiles to pay than cards. Canara Bank announces three loan schemes amid fight against COVID-19. HDFC Bank commits Rs 100 cr towards COVID relief in FY22. Reserve Bank of India imposes Rs 10 crore penalty on HDFC Bank. RBI imposes Rs 10 crore penalty on HDFC Bank for irregularities in auto loan book. Bank credit growth decelerates to 5.6 per cent in March. ,2021-05-28
326,"Banks may target family trusts of loan guarantors. Bank frauds fall by 25% in a year: RBI annual report. RBI to make international communication stronger ahead of BRICS, G20 summits. Banks need to closely monitor asset quality, prepare for higher provisioning: RBI. RBI to explore diversifying assets to boost returns on foreign exchange reserves. ",2021-05-27
327,"Risk-aversion among businessmen, not banks: Dinesh Khara, chairman, SBI. HDFC Bank deploys Mobile ATM in Bengaluru. NCUI voices concerns over RBI guidelines for merger of district central co-op banks with state co-op banks. What triggered the spikes in short-term interest rates?. Goldman Sachs commits Rs 20 crores to Karnataka’s Covid relief work. ",2021-05-26
328,"Appellate Tribunal stays Mumbai NCLT order to consider Kapil Wadhawan's DHFL settlement offer. Second wave: HDFC Bank concerned over retail asset quality in near-term. RBI meets heads of private sector banks to assess Covid impact. Punjab National Bank, PNB Housing Finance enter new brand agreement. ",2021-05-25
329,"Believe that 10% credit growth is achievable: Ashwani Bhatia, SBI. Tapan Ray ceases to be director on board of Central Bank of India. RBI issues guidelines for amalgamation of district central co-op banks with state co-op banks. Bank credit grows by 6.02 per cent; deposits by 9.87 per cent. RBI Framework 2.0: SBI Card puts in place mechanism for COVID stress relief. Banks Board Bureau recommends S L Jain for Indian Bank MD position. ",2021-05-24
330,IBA reaches out to govt for refund of compound interest waiver by banks. Govt wants lenders to step up focus on Mudra loans. No directive to PSBs to withdraw funds in foreign accounts: Finance Ministry. ,2021-05-23
331,"PSU bank employees to get small windfall as incentive. Supreme Court allows personal bankruptcy cases on tycoons. Supreme Court upholds IBC rules allowing personal bankruptcy cases on tycoons. Supreme Court's order on defaulter tycoons plugs an important bankruptcy loophole. RBI to transfer 73 per cent higher surplus to the government in FY21. AIBEA says over 1,300 bank staff succumbed to COVID; urges IBA to issue weekly health bulletin. ",2021-05-21
332,"Banks likely to transfer about 80 large NPA accounts to NARCL. Ensure FCRA accounts opened for NGOs within 10 days of MHA approval: Delhi HC to SBI. RBI’s liquidity window for small finance banks gets Rs 400 crore bids. RBI imposes penalty on City Union Bank, 3 other lenders. Open NGOs’ A/Cs under FCRA in 10 days of central nod: HC to SBI. ",2021-05-20
333,"Canara Bank's balance sheet strong despite pandemic situation: LV Prabhakar, MD & CEO. Collections likely to recover from next quarter onwards: Nitin Chugh, Ujjivan SFB. NCLT directs DHFL's administrator to submit Kapil Wadhawan's resolution plan to lenders. Shaktikanta Das asks PSBs to quickly implement measures announced by RBI. PSU banks ask for second restructuring window, lower provisions. ",2021-05-19
334,"Standard Chartered announces COVID relief measures for 25,000 employees in India. Bank of Baroda mulls hiring digital marketing agencies to strengthen brand, customer outreach. ",2021-05-18
335,"Public sector banks on high alert, watching Cairn’s moves after Air India notice. NBFCs survived first Covid wave but face second hurdle, says RBI. ",2021-05-17
336,SBI to sell three NPA accounts next month for recovery of over Rs 235 crore. Govt may amend DICGC Act in monsoon session to provide timely service to ailing bank depositors. ,2021-05-16
337,"Banks, RBI favour further cutback in small savings rates. IDBI Bank settles loan with Aircel founder Siva. ",2021-05-15
338,Global banks shift some Covid-hit operations from India. COVID support: JP Morgan earmarks $3.8 mn for India staff; offers $10 mn more in phases. Govt appoints Vandita Kaul as nominee director on board of Bank of India. Yes Bank to sell property of E Commerce Magnum Solution for recovery of Rs 345 crore. Assam to discuss microfinance future with industry leaders. ,2021-05-14
339,Government stake sale will not affect IDBI’s plans: IDBI Bank CEO. PNB scam: Court issues show cause notice to Nirav Modi. Bankruptcy: NCLT delays compounded by lack of new appointments. RBI cancels United Co-operative Bank's licence. ,2021-05-13
340,PNB faces Rs 500-cr hit this fiscal after its Kazakh venture is told to shut down. Bad bank chief: Government again taps SBI’s talent. Geojit inks pact with Punjab National Bank to offer three-in-one account. Local micro lenders likely to outpace Asian peers in CY21. ,2021-05-12
341,J&K Bank defers board meet on proposed Rs 500 cr-capital infusion from state govt. Jana Small Finance Bank launches I choose my number feature. YES Bank appoints Indranil Pan as chief economist. SBI's Padma Nair to be NARC's first CEO. ,2021-05-11
342,RBI's relief measures to only delay stress for financial institutions: Fitch. Bad loan companies seek level playing field. Sudatta Mandal takes charge as Sidbi's deputy managing director. NCLT admits Cox & Kings Financial Services for insolvency resolution. NITI Aayog calls for strengthening payment infrastructure for NBFCs. Reserve Bank of India appoints Jose J Kattoor as new Executive Director. RBI modifies norms for undertaking govt business by private banks. Private banks allowed to undertake agency jobs for central and state govts without any fresh approval: RBI. ,2021-05-10
343,National Asset Reconstruction Company to be operational next month: IBA CEO. Robust regulatory framework needed to deal with 'open banking' challenges: Experts. ,2021-05-09
344,CSB Bank charts branch expansion fuelled by gold loans. ,2021-05-08
345,"Clarity sought on eligibility for universal, small-bank licences. COVID-19: Banks ready health booster shot. Indian banks' loans rose 5.7% y/y in two weeks to April 23, says central bank. ",2021-05-07
346,"PSBs form 'Alliance' to provide door step banking. PSBs will only lead bad bank, pvt banks also need to support it: SBI MD. Will the RBI liquidity window turn small banks big?. SBI digital services to be affected due to maintenance on May 7. Microfinance firm CreditAccess Grameen net profit surges 83% to Rs 65 crore in Q4. ",2021-05-06
347,"Banks, NBFCs ask RBI to relax bad loan rules. Citibank announces additional Rs 200 cr aid for COVID relief efforts in India, Wells Fargo to donate USD 3 million. Govt okays IDBI Bank strategic divestment. ",2021-05-05
348,Jana Small Finance Bank gets 25 pc of its workforce vaccinated. COVID-19 hit RBL Bank portrays cautious optimism. Be alert against fraudsters; desist from sharing sensitive info online: SBI tells customers. India asks state banks to protect dollar assets on Cairn concern. ,2021-05-04
349,"SBI allocates Rs 71 cr for fight against coronavirus. Private sector banks fall behind in passing rate cut benefits to borrowers. Succession plan a continuous process, bank board to take call at opportune time: Uday Kotak. RBI imposes Rs 3 crore penalty on ICICI Bank. ",2021-05-03
350,"Will try to keep soft interest rate regime as long as possible: SBI chief. RBI to strengthen risk-based supervision of banks, NBFCs. Yes Bank rescue happened in nick of time before pandemic struck, happy with progress: CEO Prashant Kumar. Yes Bank says no to National Asset Reconstruction Company, says will pursue own NPA aggregator. Lenders brace for deterioration in asset quality metrics. ",2021-05-02
351,View: Let NaBFID function as Version -2 DFI. O2 supply companies to get loans from Sidbi at 4.5-6%. Yes Bank turns focus to lending after winning back depositors. ,2021-05-01
352,"Yes Bank pins hopes of economic recovery even as slippages rise. HDFC Bank reorganises business verticals, digital to form backbone. IndusInd Bank cautious despite a three times jump in profits. Loan growth touches new low in the pandemic year. ",2021-04-30
353,"Bad bank to get Rs 2 lakh crore of defaulting companies’ loans. Axis Bank board approves re-appointment of Amitabh Chaudhry as MD & CEO. ICICI eyes Rs 31 lakh cr merchant payment market through new offering. Banking is an essential service; allow vaccinations for bankers on priority, asks ICICI Bank. SBI earmarks Rs 30 crore to set up makeshift hospitals for COVID patients. ICICI Bank launches merchant stack platform. Banks need to adopt digitisation or else they will perish: Ex-finance Secretary SC Garg. ",2021-04-29
354,"After RBI caps chiefs’ tenure at 15 yrs, three private banks may start search for next CEOs. Govt may soon approve proposed bad bank, though with some riders. Banks convert existing infrastructure into Covid centres for employees. RBI Committee on ARCs invites views, suggestions from stakeholders by May 31. Cost to cover default risks goes up for banks. NBFCs may not see much impact of second wave of COVID-19; pent-up demand to help. SC rejects banks' pleas for recall of 2015 verdict asking RBI to disclose info about them under RTI. Axis Bank board okays reclassification of NIACL as 'public investor' from 'promoter'. ",2021-04-28
355,"RBI issues guidelines for appointment of statutory auditors of banks, NBFCs. NBFCs seek one-off restructuring citing second wave. PNB Housing Finance reports Rs 130 crore net profit in fourth quarter. ",2021-04-27
356,"Blow to Uday Kotak as RBI caps tenure of bank founders, CEOs. Bank credit grows 5.33%; deposits rise 10.94%. Introduction of bad bank can make existing ARCs more effective: RBI paper. Government appoints Economic Affairs Secretary Ajay Seth on RBI board. ",2021-04-26
357,Citi India’s $2 billion retail business worth tops in Asia: Report. Karnataka Bank aims to grow at 12 per cent in FY22. ,2021-04-24
358,"Citibank may sell India credit card biz separately. RBI approves appointment of Atanu Chakraborty as part-time chairman of HDFC Bank. Indian banks' loans rose 5.3% y/y in two weeks to April 9: RBI. Macquarie estimates upto $8 bln value for Citi's APac consumer business. Reserve Bank of India bans Amex, Diners from selling new cards from May 1. ",2021-04-23
359,"COVID impact: IBA asks SLBCs to take decision on functioning of banks based on local situation. Banks to provide basic services, business hours to be curtailed. COVID-19 related disruptions raise concerns over NBFCs retail loans: Study. Indiabulls Housing Finance to change its avatar, become originator of loans. Despite bright spots, uncertainty looms over microfinance business. ",2021-04-22
360,"Banks see drop in loan collections as lockdowns hit companies. FirstRand Bank, South Africa's second largest bank, to exit India after 12 years. Indiabulls partners with HDFC Ltd to offer home loans. COVID impact: Bank unions urge IBA for restriction in services, cutting public dealing hours. J&K Bank director Rigzian Sampheal resigns; PNB Housing re-appoints Nilesh S Vikamsey. ",2021-04-21
361,"Banks get new tool to assess new to credit customers. Maidavolu Narasimham: Father of banking reforms is no more. NPAs of state-owned banks may cross 18% in extreme case scenario: Former RBI Dy Governor Khan. E-commerce, OTT, gaming register over 100 pc rise in business in 2020: PayU. View: Microfinance institutions, not corporate houses, should be the banks of the future. ",2021-04-20
362,View: Why use muscle? Big data can collect debt without harassment. SBM Bank bets on tie-ups to grow India ops; not to add branches. HDFC Bank embarks on Technology Transformation Agenda: MD Sashi Jagdishan to employees. ,2021-04-19
363,Now you can get loan on your cryptocurrency holdings like bitcoin. New modus operandi by fraudsters to withdraw money from ATMs. HDB Financial Services reports 17% drop in net profit in March quarter. ,2021-04-18
364,"Banks go slow on ATMs as digital transactions gain pace. Government asks public sector banks to adopt non-coercive strategy for education loans recovery. Why do so many MNC banks give up pursuit of retail El Dorado in India?. HDFC Bank takes conservative stance, hikes provisions, conserves capital. Tech-banking: How are India's banks gearing up as digital goes mainstream?. ",2021-04-17
365,"Piramal Retail CEO gives a peek into the company's new finance plan for India's budget customers. Citi retreat highlights global banks’ struggle in China, India. Local lenders lead race to buy parts of Citi's India business. Bank credit records slowest growth rate. SBI puts up for sale NPA account MSP Metallics. ",2021-04-16
366,"Citibank to exit retail banking in India under global plan. RBI releases names of applicants under ‘on tap’ Licensing of Universal Banks. Citibank to exit 13 global consumer banking markets, including India and China. Citigroup to focus on corporate and institutional banking business in India. COVID surge: Bank unions request finance ministry for emergency steps to protect bankers. MFIs to face asset quality pressures in near term amid rise in COVID-19 cases, restrictions: Report. RBI releases names of applicants under ‘on tap’ Licensing of Universal, small finance banks. Former Citibanker, top executive from Bharti Enterprise are among banking license applicants. State-run bank acquirers may be allowed to hold 26% stake. ",2021-04-15
367,Bank holiday: Banking services shut in many regions. Govt appoints Anil Kumar Sharma on central board of SBI with immediate effect. ,2021-04-14
368,Second COVID-19 wave may delay PSBs equity raising plans. ,2021-04-13
369,"PSBs to push co-lending with NBFCs, digital agri financing under Ease 4.0 reform agenda. After April 2020, Bank credit to NBFCs again picks up in February. Axis Bank customers can send money abroad in 100 currencies via mobile app. Penguin sells Yes Bank story rights for film to Almighty Motion Pictures. Kotak Mahindra Bank wants to be challenger in home loan market, maintains low interest rate. Systemic risk in Indian banks to remain high: S&P. RBI penalises Bihar-based co-op bank for KYC violation during exchange of demonetised notes. Bank credit rise 5.56%; deposits 11.4% in FY21. Advances grew 21% year on year while repayment collection efficiency improved: Bandhan Bank. ",2021-04-12
370,"SBI collected Rs 300 crore from zero-balance accounts for certain services in 5 years, reveals study. ",2021-04-11
371,"CRMNEXT Wins the 2021 ""Dream Company to Work For"" Award Presented by Times Ascent and the World HRD Congress. ",2021-04-10
372,"Top Indian bank drags its feet on billionaire Gautam Adani's coal loan. Second wave of COVID infections poses increased risks for fragile economic recovery, banks: Fitch. Airtel Payments Bank announces 'Rewards123' savings account; offers benefits on digital transactions. Mini-lockdown may affect microfinance institutions' collections: Crisil. ",2021-04-09
373,"Even NBFCs face asset quality risks amidst resurgence of COVID-19 infections. We're prepared for whatever happens, says City Union Bank CEO Dr N Kamakodi, of a second coronavirus wave. We've always been a banker for the 'aam aadmi', says City Union Bank CEO Dr N Kamakodi. Covid 2.0 casts a cloud of uncertainty on banks' Q4 numbers. Pay scale for bank CGMs made almost equal to EDs, executives say its against natural justice. ",2021-04-08
374,Banks sanction Rs 15 lakh crore under Mudra Yojana in last 6 years. Decoding RBI's new digital payments moves and their impact on fintech ecosystem. TLTRO finds few takers even as RBI extends deadline. RBI status quo on policy supportive of economic growth; liquidity measures in right direction: Experts. View: Policies that increase competition between banks can improve the lending standards of PSBs. ,2021-04-07
375,"Banks want free vaccine shots for staff. Steel, cement doing very well from banking perspective: Rajkiran Rai G, Union Bank of India. Axis Bank to become co-promoter of Max Life Insurance. RBL Bank targets more SME borrowers after tie-up with UK-based biz solutions provider Tide. ",2021-04-06
