,Headlines,Date,Sentiment
1159,RBI policy panel warns of inflationary pressures. HDFC Bank cuts savings account interest rate by 0.5 pc. RBI still has room to slash key rate in current fiscal: Kidwai. RBI still has room to slash key rate in current fiscal: Naina Lal Kidwai. ,2017-08-17,[[0.8300227  0.13972783 0.03024939]]
1160,"Households investing more in insurance, mutual funds, pension schemes: RBI study. RBI to maintain ‘prolonged pause’ before next rate cut: HSBC. ",2017-08-16,[[0.9860945  0.00127072 0.01263485]]
1161,"Gross NPAs cross Rs 50,000 crore: Nearly a quarter of IDBI Bank loans turns bad; loss at Rs 853 crore. ",2017-08-15,[[0.5492269  0.00076484 0.45000827]]
1162,"Agriculture, power, auto pressure adds to cloud of bad loans. ",2017-08-14,[[0.01389295 0.11930967 0.86679745]]
1163,"NPA resolution to spur credit expansion, growth, says Arvind Panagariya. ",2017-08-13,[[7.7139745e-03 9.9228185e-01 4.1906264e-06]]
1164,SBI posts big rise in Q1 profit despite NPA spike. ,2017-08-12,[[1.03790754e-07 9.99999762e-01 1.62665614e-07]]
1165,"Interview: Equity exposure for govt, non-govt employees should be uniform, says PFRDA chairman Hemant Contractor. Bill to merge subsidiary banks with SBI clears LS, govt says boost to parent bank. RBI’s dividend to Government falls by almost half to Rs 30,659 crore. ",2017-08-11,[[8.2620573e-01 1.7335543e-01 4.3890416e-04]]
1166,"Financial Data Management Centre: Law Minister clears body for collection of financial data. Suspected shell companies: J Kumar, Parasvnath, Prakash move SAT against Sebi order. Bank of India turns the corner with Rs 88 crore profit. Reserve Bank of India issues final guidelines for tri-party repo transactions. ",2017-08-10,[[9.9999738e-01 4.5408035e-07 2.1168751e-06]]
1167,Axis Bank cuts savings rate to 3.5 percent for deposits up to ’50 lakh’. Insolvency proceedings: NCLT reserves order in Era Infra case. ,2017-08-09,[[0.7614938  0.00153788 0.23696831]]
1168,"Public Credit Registry: Credit information database to lower interest costs for honest borrowers. Loan-pricing systems: For better transmission, RBI in search of yet another benchmark. IBC: Bankers review 12  large stressed accounts. ",2017-08-08,[[9.9991381e-01 7.9973797e-05 6.1583423e-06]]
1169,Disclose loan defaults: Sebi to listed firms. ,2017-08-05,[[9.9941790e-01 7.5153744e-06 5.7457126e-04]]
1170,"Lower-than-projected inflation may give RBI room for another rate cut: Dharmakirti Joshi, chief economist, CRISIL Ltd. ",2017-08-04,[[0.5287531  0.06694609 0.4043008 ]]
1171,"Unhappy with MCLR, RBI may link rates to market determined benchmarks. RBI repo rate cut will perk up market sentiments, say bankers. Inflation fall, slowdown spur RBI to cut rate to 6-year low. Reserve Bank of India becomes first in Asia to cut rates this year. Bad loan resolution to start shortly, RBI to take up more cases: FM Arun Jaitley. ",2017-08-03,[[0.9966689  0.00173297 0.00159817]]
1172,RBI cuts repo rate by 25 bps to 6 per cent pointing to sharp fall in inflation. GST helped inflation to fall significantly: Urjit Patel. RBI aims to keep retail inflation near 4 per cent on ‘durable basis’. RBI slashes repo rate by 25 basis points; Urjit Patel says GST helped inflation to fall: Top developments. RBI cuts repo rate by 25 basis points: Full text of the Monetary Policy Committee. ,2017-08-02,[[0.9826234  0.01585264 0.00152401]]
1173,RBI slaps Rs 3-crore penalty on Union Bank. Banks restructured corporate loans worth Rs 2.04 lakh crore in FY17: Arun Jailtey. ,2017-08-01,[[9.9999523e-01 6.1051132e-08 4.6249802e-06]]
1174,SBI cuts saving account rate by 0.5% on balance upto Rs 1 cr. SBI cuts saving account rate by 0.5 percent on balance upto Rs 1 crore. RBI asks banks to enable account number portability. S S Mundra retires; NS  Vishwanathan to head supervisory depts at RBI. ,2017-07-31,[[9.9996269e-01 7.1239715e-06 3.0126486e-05]]
1175,Stressed assets have economic value: Arun Jaitley. ,2017-07-30,[[9.9997461e-01 3.4847110e-07 2.5019492e-05]]
1176,"Axis Bank Q1 net profit falls 16% to Rs 1,306 crore. HDFC Ltd Q1 profit declines to Rs 2,734 crore. ",2017-07-26,[[3.0366105e-06 1.7501823e-05 9.9997950e-01]]
1177,"10-year review of PSU banks’ equity return: Profitability fails to keep pace with govt capital infusion. HDFC Bank net up 20.22% on higher interest income, Q1 profit at Rs 3,893.84 crore. Govt has created incentives for honest taxpayer, says Arun Jaitley. RBI sets rupee reference rate at 64.3580 against dollar. Ten public sector banks have submitted turnaround plans: Government. ",2017-07-25,[[0.62878865 0.36920556 0.00200575]]
1178,Finance Ministry introduces bill to replace Banking Regulation Ordinance. ,2017-07-24,[[9.9932146e-01 3.7495230e-04 3.0366072e-04]]
1179,"Addressing NPA issue our top priority: RBI Dy Governor. Interview for RBI deputy governor post on July 29. Monetary Policy Committee members to get Rs 1.5 lakh per meet, disclose assets every year. ",2017-07-23,[[9.9999952e-01 2.3714833e-07 2.9316408e-07]]
1180,"Non-performing assets: ‘Actions by RBI, government to mitigate bad loans by 2019’. Arun Jaitley introduces bill to repeal SBI Subsidiary Banks Act. ",2017-07-21,[[0.9796052  0.01169842 0.0086965 ]]
1181,"Banks to settle Rs `4,00,000 crore Debt. ",2017-07-20,[[9.9999464e-01 6.2255128e-07 4.7426947e-06]]
1182,Proceedings under IBC: Bankruptcy filing picks up to deal with mounting bad loans. ,2017-07-18,[[8.6625892e-01 1.3313612e-01 6.0495932e-04]]
1183,"Interview with Shardul Shroff: Next 90 days will see some form of action, there will be some revival plans or insolvency. 142 per cent rise in bad education loans in 3 years. ",2017-07-17,[[0.92990243 0.01804366 0.05205393]]
1184,"Pressure mounts on Reserve Bank of India to cut policy rate, say experts. ",2017-07-16,[[9.5130107e-04 1.2158167e-05 9.9903655e-01]]
1185,"SBI to cut NEFT, RTGS charges from tomorrow. Newly appointed DEA Secretary Subhash Chandra Garg nominated as RBI’s director. ",2017-07-14,[[9.9993122e-01 8.6413402e-06 6.0172322e-05]]
1186,"IndusInd Bank posts 26% jump in Q1 net. From RBI estimate: IDBI Bank NPAs show Rs 6,816-crore divergence. Make higher resources available to unorganised sector: Arun Jaitley to Banks. RBI has cut staff holidays to count junked notes: Urjit Patel. ",2017-07-12,[[0.9885675  0.00866958 0.00276294]]
1187,"Low credit demand, NPAs: RBI’s Deputy Governor S S Mundra urges for focus on MSMEs. ",2017-07-11,[[1.11289766e-04 9.57740940e-06 9.99879122e-01]]
1188,Bank of Japan raises economic view for 5 of 9 regions. ,2017-07-10,[[5.5159783e-01 4.4823781e-01 1.6441446e-04]]
1189,Home loan firms want lock-in period before balance transfer. ,2017-07-07,[[9.9998367e-01 5.1982238e-06 1.1115188e-05]]
1190,Private life insurance firm ties up with Kerala based Dhanlaxmi bank. ,2017-07-06,[[9.9999905e-01 1.1647834e-08 9.9348563e-07]]
1191,Investment in G-sec: RBI revises norms for foreign investors. ,2017-07-04,[[9.9998319e-01 5.9774044e-07 1.6207019e-05]]
1192,"NDB announces 5-year strategy, to focus on infra development. ",2017-07-03,[[9.9999511e-01 4.3225850e-06 6.0155276e-07]]
1193,PNB to block all Maestro debit cards from July 31. ,2017-07-02,[[9.9999213e-01 5.2141263e-06 2.6644871e-06]]
1194,"Ex-RBI official criticises decision to tighten rupee borrowing norms. RBI’s Financial Stability Report: Banks’ GNPAs may hit 10.2% by March 2018. GST impact: Banking services, insurance premium, credit card bills get costlier from today. ",2017-07-01,[[0.9845984  0.00228102 0.01312054]]
1195,"Interest rates on savings deposit, PPF to be lowered by 0.1 per cent. ",2017-06-30,[[9.99423981e-01 4.55951988e-04 1.20101395e-04]]
1196,Allahabad Bank seeks to raise Rs 2000 crore fiscal. ,2017-06-28,[[9.9972516e-01 2.2691736e-04 4.7951962e-05]]
1197,How inflation bonds were hit by inflation targeting measures. RBI asks banks to make higher provisioning for 12 large loans. ,2017-06-27,[[9.9860734e-01 3.2552241e-06 1.3895136e-03]]
1198,"Transition to GST: Banks, insurers say systems in place despite challenges. ",2017-06-26,[[0.01533985 0.9828136  0.00184661]]
1199,"States’ fiscal deficit may widen to 4,49,520 crore in 2016-17, say RBI data. Investments in land, homes are safe as they can’t fly to London, Venkaiah Naidu tells banks. Banks have no liability for loss of valuables in lockers: RBI. SBI chief’s salary zilch compared to counterparts in private banks. ",2017-06-25,[[9.99766052e-01 1.19853485e-05 2.21899798e-04]]
1200,RBI inducts 3 more in oversight panel. ,2017-06-23,[[9.9999356e-01 3.8761532e-06 2.5450317e-06]]
1201,Resolve 55 high-value cases of bad loans in 6 months or face IBC: RBI to banks. ,2017-06-22,[[9.9992776e-01 1.5812435e-05 5.6337030e-05]]
1202,IDBI Bank starts insolvency proceedings against Lanco Infra. NPA resolution: PMO takes stock of progress. ,2017-06-20,[[9.88316119e-01 1.16165355e-02 6.72215392e-05]]
1203,Finance Ministry asks PSBs to explore acquisition of smaller banks. ,2017-06-18,[[9.9998665e-01 5.3068021e-07 1.2847301e-05]]
1204,Banks may require additional capital: RBI Dy Guv. ,2017-06-17,[[9.9940550e-01 2.1268354e-06 5.9240207e-04]]
1205,NCLT might have more benches for faster NPA resolution: M S Sahoo. Current account deficit surges to $3.4 bn in fourth quarter: RBI. RBI sets rupee reference rate at 64.5883 against dollar. ,2017-06-16,[[1.5845308e-02 9.8414850e-01 6.1795963e-06]]
1206,"Bill to deal with crisis in banks, insurers gets Cabinet go-ahead. NPA Struggle: RBI puts Central Bank of India under corrective action plan. ",2017-06-15,[[2.0637654e-05 4.2635402e-05 9.9993670e-01]]
1207,"Transparency score of banks take a beating: BCSBI survey. RBI identifies 12 mega defaulters for insolvency, their total NPA Rs 175,000 cr. Indian banks shares edge higher on RBI action on defaulters. Fake currency detection in banks swell to max in 8 years: Report. ",2017-06-14,[[1.6919519e-01 8.3070129e-01 1.0344566e-04]]
1208,"No assurance on write-offs due to merger, says State Bank of India. ",2017-06-13,[[8.8963944e-01 1.5251589e-04 1.1020804e-01]]
1209,Government actively working towards bank consolidation: Arun Jaitley. ,2017-06-12,[[9.9973625e-01 6.0720857e-05 2.0307976e-04]]
1210,Credit growth numbers expected to be significantly higher by the end of FY18: HDFC Bank head of treasury Ashish Parthasarthy. RBI Deputy Governor on inflation: ‘Inflation prediction tough when markets not stable’. Rupee down 6 paise against dollar in early trade. Government may approve one more PSU bank consolidation. ,2017-06-09,[[9.9165022e-01 7.3742885e-03 9.7552309e-04]]
1211,Positive Sentiment: Rate-sensitive stocks rise after RBI’s policy review. RBI to leave rates unchanged in FY18: Nomura. ,2017-06-08,[[9.2868058e-06 9.9999046e-01 1.7924461e-07]]
1212,"Monetary Policy Review: Will RBI leave rates unchanged today?. RBI leaves repo rate unchanged at 6.25%, reverse repo rate stays at 6%. Farm loan waivers can lead to fiscal slippages, cautions RBI Governor Urjit Patel. ",2017-06-07,[[7.0661437e-03 1.7495102e-05 9.9291635e-01]]
1213,SBI launches share sale to raise Rs 11K-15K crore. RBI data: Credit offtake at 5% in April. ,2017-06-06,[[9.9987435e-01 8.2452229e-05 4.3106254e-05]]
1214,Bank staff union seeks PM help to fill workman director vacancies. World Bank projects 7.2% growth rate for India in 2017. FM makes case for rate cut; experts say RBI may wait for GST. Govt to go ahead with PSU bank merger without further wait: Arun Jaitley. ,2017-06-05,[[9.9985051e-01 4.2988675e-05 1.0648124e-04]]
1215,"PSBs plan to mobilise Rs 58k crore from capital markets this fiscal. RBI to keep policy rate unchanged on June 7, say experts. ",2017-06-04,[[9.9999666e-01 4.5429704e-07 2.8824450e-06]]
1216,Banks call for improvising legal provisions to check cyber fraud. RBI puts Dena Bank under prompt corrective action. ,2017-06-03,[[0.28952506 0.00154444 0.7089305 ]]
1217,Cibil’s new system to expand bank customer base by 15 lakh every year. Question mark over preparedness for GST rollout by July 1: Banks tell panel. State Bank revises transaction charges on select services. ,2017-06-02,[[9.9999142e-01 1.7929548e-06 6.8393201e-06]]
1218,"Sebi proposes code of conduct, more disclosures during stock inclusion. HSBC partners with Aritifical Intelligence startup to combat money laundering. ",2017-06-01,[[9.9735045e-01 1.9096549e-03 7.3984551e-04]]
1219,RBI meets bankers to discuss bad loan resolution. ,2017-05-31,[[9.9999702e-01 3.6852825e-07 2.6820092e-06]]
1220,"World Bank pegs India’s economic growth at 7.2 per cent this financial year. Sebi launches online platform for portfolio managers, venture capital funds. ",2017-05-30,[[9.31580663e-01 6.84067309e-02 1.26902505e-05]]
1221,‘RBI unlikely to cut rates; to be less hawkish at next policy’. ,2017-05-29,[[6.5560141e-03 7.8131916e-04 9.9266267e-01]]
1222,"Maharashtra has most number of ATMs in the country, says RBI data. ",2017-05-27,[[9.9999964e-01 9.7765692e-08 2.2307280e-07]]
1223,"IDBI Bank to cut corporate loan book, sell non-core assets. ",2017-05-26,[[9.9949527e-01 1.6472321e-04 3.4004537e-04]]
1224,"Firms paying rating agencies is conflict of interest, RBI has a plan. IDBI Bank crafts turnaround plan; to focus on NPA recoveries. ",2017-05-25,[[9.9715292e-01 2.5617138e-03 2.8529007e-04]]
1225,"Maharashtra DCCBs saddled with Rs 2,000 crore as RBI waits for ‘govt instructions’. ",2017-05-24,[[9.9999285e-01 3.5126050e-07 6.7949904e-06]]
1226,"For weaker PSBs: Capital infusion to be performance-linked. Kotak sells stake worth Rs 1,687 crore in bank. BoI narrows Q4 net loss on lower provisions. RBI to revamp oversight panel; bigger role for rating agencies. Paytm starts payments bank; offers 4 per cent interest, cashbacks. ",2017-05-23,[[0.95320696 0.0362233  0.01056977]]
1227,"Potential threat: Flokibot, malware for PoS devices. H N Sinor to continue as Bank Board Bureau Member. RBI outlines action plan to implement ordinance to tackle bad loans. ",2017-05-22,[[9.9980313e-01 3.5778907e-05 1.6111269e-04]]
1228,"At Rs 2,814.82 crore: SBI profit soars 122.7% on lower provisioning in Q4. ",2017-05-20,[[3.1558670e-07 9.9999964e-01 5.7427133e-08]]
1229,"African Development Bank: PM Modi to inaugurate annual AfDB Group meet. Branch authorisation policy revamped: RBI makes boards responsible for complying with new norms. IDBI Bank Q4 net loss surges 84% to Rs 3,200 crore. SBI Q4 profit doubles to Rs 2,815 cr as NPA situation eases. ",2017-05-19,[[4.929985e-07 9.999987e-01 8.741703e-07]]
1230,"Via bond pvt placements: Corporates, banks raise Rs 7.03L crore in FY17. ",2017-05-18,[[9.9978930e-01 2.0985369e-04 8.8727825e-07]]
1231,Central Bank of India trims Q4 net loss. Bad loan provisions down: PNB posts Rs 262 crore net on higher income. ,2017-05-17,[[0.00512876 0.99257255 0.00229871]]
1232,"WannaCry ransomware: Some ATMs remain shut until software update. RBI creates CFO post, invites applications. ICICI Bank, HDFC cut home loan rates. Securing payment systems: Run software update on old ATMs, RBI asks banks. ",2017-05-16,[[9.9998581e-01 3.6202973e-06 1.0560841e-05]]
1233,"Banking consolidation 2nd wave: FinMin sees room for 3-4 more PSB mergers. Despite steep fall in inflation HSBC doesn’t see rate cut soon. ICICI Bank, HDFC cut home loan rates by up to 0.3 per cent; match SBI. ",2017-05-15,[[0.9849427  0.0113608  0.00369655]]
1234,"Standing Committee on Finance-PSB officials meet: ‘Demonetisation and service charge issues discussed’. RBI goes for security upgrade for note storage, transportation. ",2017-05-14,[[9.999933e-01 1.375981e-06 5.187706e-06]]
1235,"Rs 4,176.7-crore variation in YES Bank’s bad loan level. ",2017-05-13,[[9.9972993e-01 7.4371833e-06 2.6272514e-04]]
1236,"Prompted by IDBI’s high NPAs & negative RoA, RBI imposes profit, dividend curbs. SBI plans to raise funds via QIP/FPO. ",2017-05-10,[[0.9518688  0.00260769 0.04552361]]
1237,"Demonetisation effect: After a dip in Jan and Feb, digital payments rising. Six months after demonetisation: Currency in circulation may not match pre-8/11 levels. For loans up to ’30 lakh: SBI slashes affordable home loan rates by 25 bps. Australia’s Big Four banks look to cut costs as challenges rise. ",2017-05-09,[[0.9907306  0.00352381 0.00574571]]
1238,"Under Urjit Patel, RBI zooms in on 4% inflation target. SBI cuts affordable home loan rates by 0.25 per cent; lowest in market. Now EPFO to make all payments to members electronically. ",2017-05-08,[[7.5694656e-01 3.0372082e-04 2.4274974e-01]]
1239,Reduce time lag in loan approval and disbursal: India to Asian Development Bank. ,2017-05-07,[[0.35913032 0.6367093  0.00416036]]
1240,"Tackling NPAs: RBI gets more powers; govt says status quo changed. PNB, BoI heads replaced, 5 other PSBs get new chiefs. Interview with Principal Economic Advisor: ‘Ordinance to rein in free riders, non-compliance’. Lenders welcome move; indicates govt’s commitment to solve crisis, says SBI chief. Rating firms caution on RBI role in fixing NPAs. ",2017-05-06,[[0.9875596  0.01047283 0.0019676 ]]
1241,"Push for NPA resolution: RBI to get more powers, oversight panels may target top defaulters. HDFC consolidated net down 11% on higher base. Non-performing assets: President Pranab Mukherjee approves ordinance, RBI can now take action. Ordinance empowers RBI to initiate insolvency process against debt defaulters. RBI given more powers to tackle NPAs, says Arun Jaitley. RBI gets more powers to tackle NPAs, Govt says status quo has been changed. Govt appoints MDs, CEOs of seven public sector banks. ",2017-05-05,[[9.9012554e-01 9.3152514e-03 5.5918272e-04]]
1242,"ICICI Bank Q4 standalone net profit increases 189%; gross NPAs surge. To crack down on loan defaulters, Cabinet clears new ordinance. SBI declines to share quantum of money in suspended accounts. Banking Act amendments to help resolve NPAs: Finance Secretary. Indian Bank to cut base rate by 0.20 per cent from Sunday. ",2017-05-04,[[0.5123361  0.46985686 0.01780708]]
1243,Arun Jaitley not to attend Asian Development Bank’s annual meeting in Yokohama. Cabinet clears ordinance to amend Banking Act to tackle NPAs. ,2017-05-03,[[9.9935013e-01 1.9501074e-05 6.3036423e-04]]
1244,SBI reduces term deposit rates by up to 50 basis points. RBI Governor calls on Tamil Nadu Chief Minister K Palaniswami. ,2017-05-02,[[9.999634e-01 6.708517e-06 2.994085e-05]]
1245,Agri-credit disbursement: Banks worry as states with most loans talk about waivers. SBI reduces term deposit rates by up to 50 basis points. Canara Bank official booked for illegally exchanging currency. ,2017-05-01,[[0.7709011  0.00160626 0.22749257]]
1246,"Old Mutual to exit insurance JV with Kotak Bank. Salvaging PSU banks: Viral Acharya proposes re-privatisation, consolidation, sale of assets. Corporate governance: Independent directors not independent, says Sebi chief. Sebi to take steps to deepen bond market. ",2017-04-29,[[9.9909043e-01 7.9631718e-04 1.1321857e-04]]
1247,Mergers: Bank union disagrees with RBI governor’s stand. Kotak Bank net rises 40 per cent in March quarter. Kerala co-op bank to be a reality soon; report submitted. ,2017-04-28,[[9.9126464e-01 7.2705145e-05 8.6626848e-03]]
1248,Sebi Board meeting: Monitoring agency must for IPOs over Rs100 crore. ,2017-04-27,[[9.9999940e-01 1.8554327e-07 3.5697616e-07]]
1249,Stressed assets: ‘Mergers could help; fewer but healthier banks better’. ,2017-04-26,[[7.3626474e-08 9.9999988e-01 3.6669839e-08]]
1250,Indian Bank Q4 profit up by 3-fold owing to lower provisioning for bad loans. Public sector banks merger could help banking system: Urjit Patel. ,2017-04-25,[[1.2428717e-07 9.9999988e-01 3.1107874e-08]]
1251,Delay in quota reforms to erode IMF’s credibility: Arun Jaitley. ,2017-04-23,[[3.6631736e-05 1.3280105e-04 9.9983048e-01]]
1252,"Bad loans provisioning up sharply: HDFC Bank Q4 profit rises 18.2% at Rs 3,990 crore. ",2017-04-22,[[2.204146e-08 1.000000e+00 4.894075e-09]]
1253,EPF deposits for 2016-17: Finance Ministry ratifies 8.65% PF rate; notification in a week. MPC Meeting minutes: RBI member wanted 25 bps rate hike in April policy. ‘Half of PSBs to be affected by new PCA framework’. ,2017-04-21,[[9.9946028e-01 4.9398671e-04 4.5767956e-05]]
1254,Finance Ministry approves EPF interest rate of 8.65% for 2016-17: Labour Minister Dattatreya. RBI’s ‘prompt corrective action’ framework norm for greater regulation of banks: Fitch. Banks have room to lower lending rates: Patel to Monetary Policy Committee. ,2017-04-20,[[9.9244612e-01 7.4313376e-03 1.2251415e-04]]
1255,"RBI orders banks to review loans to telecom sector. Banks can invest 10% of unit capital in REITs, InvITs: RBI. ",2017-04-19,[[9.9999964e-01 2.0454221e-08 3.7020524e-07]]
1256,SBI Exclusif looks at expanding customer base 10 times. RBI opens new banking ombudsman office in Jammu. ,2017-04-18,[[9.7723335e-01 2.2765737e-02 9.5208719e-07]]
1257,"SBI says low credit growth, high GDP suggest decoupling. ",2017-04-17,[[0.06337944 0.9345029  0.00211779]]
1258,"Slow growth in bank credit exposes government’s claim of growth: Congress. Finance Ministry approves 8.65% interest on Employee Provident Fund. Credit growth plunges to over 60 year low at 5% in financial year 2017. Corporate debt trade up 44%, hits record Rs 14.7 lakh crore in financial year 2017. Withdrawal trend reverses in Jan Dhan accounts, deposits up by Rs 1, 000 crore. ",2017-04-16,[[0.08432908 0.45564017 0.46003073]]
1259,RBI revises norms for action against weak banks. SBI denies black money channelisation at Bareilly branch. ,2017-04-14,[[9.9998701e-01 4.3370741e-07 1.2554463e-05]]
1260,"‘Bank asset quality remains weak, non-performing assets to rise’. ",2017-04-13,[[8.436367e-08 8.576023e-06 9.999913e-01]]
1261,"Conviction for cheque bounce: Govt plans making 50 per cent fine deposit mandatory for appeals. As ATMs dry up, bankers say normalcy will return soon. After RBI, Nabard too against loan waivers. Union calls off strike, wage issues being discussed: IDBI Bank. ",2017-04-12,[[9.9835616e-01 2.5306510e-05 1.6185025e-03]]
1262,"Monetary Policy Report April 2017: Rate cut transmission bypasses old loans, says RBI. RBI deputy governor SS Mundra blames banks for ‘sick’ MSMEs. Onus on NABARD to complete inspection of DCCBs before kharif loan disbursal: RBI Deputy Governor. No deadline for introduction of Sharia banking in India: RBI. Govt asks PSBs to finalise next wage revision before November 1. SBI branch opened 2,000 accounts to channelise black money, says CBI. ",2017-04-09,[[9.9986935e-01 5.6990257e-06 1.2494456e-04]]
1263,"RBI proposes wholesale banks with Rs 1,000 crore capital. ",2017-04-08,[[9.9999976e-01 1.3628621e-08 2.5495453e-07]]
1264,"Accelerated remonetisation to spur consumer spending: RBI. Current level of NPA resolution untenable, says Urjit Patel. No rate cut soon, liquidity to be RBI focus: Analysts. ",2017-04-07,[[9.9980897e-01 1.1264226e-04 7.8368350e-05]]
1265,"Reserve Bank keeps repo rate unchanged at 6.25 per cent. RBI’s repo rate decision on expected lines: India Inc. NEFT transfer to get quicker as RBI cuts clearance time. RBI’s focus on inflation, bad loans to buoy investors: Bankers. ",2017-04-06,[[9.9980313e-01 1.8952852e-04 7.4112891e-06]]
1266,"Ahead of monetary policy review, SBI slashes base rate by 15 bps; lower EMIs likely. Is there a new Rs 200 note coming?. ",2017-04-04,[[9.9843067e-01 3.1692933e-05 1.5376254e-03]]
1267,"Banking services in all local languages in the offing. Unidentified officials of SBI booked for ‘siphoning off’ more than Rs 1 lakh. 2,800 employees of SBI’s associate banks opt for VRS. ICICI Bank integrates net-banking service with DigiLocker. SBI slashes base rate by 15 basis points; new rate effective April 1. Weak recovery on spike in bad loans to 10.6% by March 2018: Crisil. SBI cuts benchmark lending rate by 0.15 per cent to 9.10 per cent. SBI sees no negative surprises on NPAs, post-merger. ",2017-04-03,[[2.4744140e-02 3.0692655e-04 9.7494894e-01]]
1268,"New Development Bank meeting: Arun Jaitley seeks $2-bn funding from NDB for infra projects. Will come out with criteria for new membership by June, says K V Kamath. State Bank of India gets into global top-50 league after merger. Urjit Patel gets pay hike, monthly basic goes up to Rs 2.5 lakh. ",2017-04-02,[[9.9949324e-01 5.0411932e-04 2.6142018e-06]]
1269,"For women-friendly bank, SBI merger is bittersweet news. SBI to levy penalties for non-maintenance of minimum balance, ATM charges from today. SBI to penalise account holders for non-maintenance of minimum balance from today: 5 things you need to know. ",2017-04-01,[[8.0961508e-01 4.4273597e-04 1.8994227e-01]]
1270,Kotak Mahindra board clears fundraising. RBI to open separate enforcement department on April 3: Santosh Kumar Gangwar. ,2017-03-31,[[9.9999487e-01 3.6809894e-07 4.8266720e-06]]
1271,"Problem of bad loans: Banks need Rs 6.50 lakh crore to tackle stressed assets, says Kotak. ",2017-03-30,[[9.1348600e-01 2.2140519e-05 8.6491860e-02]]
1272,RBI exempts banks dealing with govt businesess from opening on April 1 on annual closing. ,2017-03-29,[[9.9999774e-01 2.3659886e-08 2.2399643e-06]]
1273,"We will enlarge our bouquet of services after the merger, says SBI MD Dinesh Kumar Khara. Bank of Maharashtra fraud: Accused committed similar crime earlier in Pune, say cops. ",2017-03-28,[[9.8831856e-01 3.1402466e-04 1.1367376e-02]]
1274,"Banks yet to file cases against 1,080 wilful defaulters. CBDT to waive interest if tax demand paid in retro cases. ",2017-03-27,[[9.9789459e-01 8.3350009e-05 2.0220915e-03]]
1275,"Note ban may have affected CAD, says SBI Research. No idea of introducing new denomination notes at present: RBI. ",2017-03-26,[[9.9999285e-01 4.1169562e-07 6.8477293e-06]]
1276,"Property seizures: PNB leads the pack, followed by SBI, Corp Bank. Agency banks, RBI offices to remain open till April 1. ",2017-03-25,[[9.9999809e-01 1.1938780e-06 7.3366897e-07]]
1277,Rising Bad loan: RBI to strengthen stressed assets resolution procedure. ,2017-03-24,[[2.24780152e-07 9.99999642e-01 1.00559255e-07]]
1278,Govt plans to auction stressed assets to reduce banks’ NPAs. RBI Deputy Governor SS Mundra declines to spell out stand on farm loan waivers. ,2017-03-23,[[0.9885401  0.0012124  0.01024758]]
1279,"SBI-Associates merger: 5 subsidiary banks’ branches to operate as SBI’s from Apr 1. Maharashtra: 40 per cent increase in loan disbursement by pvt money lenders. Axis Bank dismisses CEO resignation buzz, says mala fide attempt to mislead investors. Britain-based banks moving to Europe may get easier entry, ECB says. HDFC to raise Rs 1,498 crore to shore up long term capital. ",2017-03-22,[[1.4376020e-01 1.9889449e-04 8.5604095e-01]]
1280,"RBI proposes to limit value in Pre-paid Payment Instruments at Rs 1 lakh. IDBI Bank-KFA loan default case: CBI failed to substantiate case for more jail term, says Bombay HC. RBI proposes 1-lakh upper limit on PPIs. Government clears BMB-SBI merger. ‘UP farm loan waiver: Banks will take 27,419-crore hit’. Greater focus being put on printing, supply of lower value notes: Shaktikanta Das. Wilful defaulters owe Rs 91,155 cr to Public Sector Banks. ",2017-03-21,[[9.9989390e-01 6.5866921e-06 9.9566794e-05]]
1281,Scrap decision to penalise non-maintenance of min balance: CPIM. Federal Bank to go slow on branch expansion: MD Shyam Srinivasan. ,2017-03-20,[[2.7886855e-03 6.2879699e-06 9.9720496e-01]]
1282,Cabinet nod for merger of BMB with SBI likely in three months. ,2017-03-19,[[9.9999690e-01 2.1452929e-07 2.9179084e-06]]
1283,"‘Capital constraint, asset quality biggest hurdles for banks’. Bombay HC grants bail to ex-chief, deputy MD of IDBI Bank in KFA loan default case. NPA crackdown: Government asks PSU banks to do forensic audit of defaulters. ",2017-03-18,[[9.8662102e-01 1.2842186e-05 1.3366178e-02]]
1284,Payment Council against RBI move to slash debit card MDRs. Approval given to RBI to print Rs 10 plastic notes: Govt. HDFC Chairman Deepak Parekh calls for govt protection to industry. A total of 29 lakh debit cards subjected to malware attack: Santosh Kumar Gangwar. Par Panel for shifting fiscal year to January-December. ,2017-03-17,[[9.9997282e-01 1.7458237e-06 2.5441866e-05]]
1285,"Rising bad loans: Trouble in large corporates root cause of NPAs, says Arun Jaitley. SBI’s Rs 15K-crore fundraising plan gets board’s approval. Sebi asks clearing corps to upload past orders on website. ",2017-03-16,[[9.9182159e-01 3.6543697e-05 8.1418911e-03]]
1286,"‘Bank NPAs may rise due to UP farm loan waiver’. SBI to offer `6K-cr one-time settlement for tractor loans. RBI sets rupee reference rate at 66.5146 against dollar. Core problem of NPAs is large corporates in steel, power, infrastructure, textile sectors: Arun Jaitley. HDFC Bank says personal loan portfolio clipping at 30 per cent. ",2017-03-15,[[0.8464282  0.00958099 0.1439908 ]]
1287,"From social worker to accountant, 91 applied for RBI Deputy Governor  post last year. ",2017-03-14,[[9.9999714e-01 1.0819956e-07 2.7204806e-06]]
